国名,訪日外客数,年月日
インドネシア,14804.0,2013/6/01
オセアニア計,21152.0,2013/6/01
オランダ,2562.0,2013/6/01
オーストリア,904.0,2013/6/01
カナダ,11528.0,2013/6/01
シンガポール,21735.0,2013/6/01
スイス,1827.0,2013/6/01
スウェーデン,2653.0,2013/6/01
スペイン,2888.0,2013/6/01
タイ,20502.0,2013/6/01
デンマーク,1054.0,2013/6/01
トルコ,969.0,2013/6/01
ドイツ,8926.0,2013/6/01
ニュージーランド,3157.0,2013/6/01
ノルウェー,1144.0,2013/6/01
フィリピン,7441.0,2013/6/01
フィンランド,1345.0,2013/6/01
フランス,11399.0,2013/6/01
ブラジル,1963.0,2013/6/01
ベトナム,6344.0,2013/6/01
ベルギー,1244.0,2013/6/01
ポルトガル,1155.0,2013/6/01
ポーランド,1408.0,2013/6/01
マレーシア,9802.0,2013/6/01
メキシコ,2050.0,2013/6/01
ヨーロッパ計,65738.0,2013/6/01
ロシア,4126.0,2013/6/01
中国,98996.0,2013/6/01
北アメリカ計,95325.0,2013/6/01
南アメリカ計,3613.0,2013/6/01
台湾,226974.0,2013/6/01
無国籍・その他,34.0,2013/6/01
米国,81290.0,2013/6/01
英国,13697.0,2013/6/01
豪州,17509.0,2013/6/01
韓国,211465.0,2013/6/01
香港,74711.0,2013/6/01
アイルランド,1132.0,2013/7/01
アフリカ計,2049.0,2013/7/01
イスラエル,849.0,2013/7/01
イタリア,5958.0,2013/7/01
インド,6176.0,2013/7/01
インドネシア,8092.0,2013/7/01
オセアニア計,20317.0,2013/7/01
オランダ,3712.0,2013/7/01
オーストリア,1154.0,2013/7/01
カナダ,13219.0,2013/7/01
シンガポール,11248.0,2013/7/01
スイス,3255.0,2013/7/01
スウェーデン,2670.0,2013/7/01
スペイン,4941.0,2013/7/01
タイ,30189.0,2013/7/01
デンマーク,1621.0,2013/7/01
トルコ,866.0,2013/7/01
ドイツ,9895.0,2013/7/01
ニュージーランド,3679.0,2013/7/01
ノルウェー,1566.0,2013/7/01
フィリピン,6739.0,2013/7/01
フィンランド,1260.0,2013/7/01
フランス,15947.0,2013/7/01
ブラジル,2738.0,2013/7/01
ベトナム,7316.0,2013/7/01
ベルギー,1787.0,2013/7/01
ポルトガル,1222.0,2013/7/01
ポーランド,1187.0,2013/7/01
マレーシア,9929.0,2013/7/01
メキシコ,2734.0,2013/7/01
ヨーロッパ計,84390.0,2013/7/01
ロシア,5345.0,2013/7/01
中国,139905.0,2013/7/01
北アメリカ計,91783.0,2013/7/01
南アメリカ計,4478.0,2013/7/01
台湾,238502.0,2013/7/01
無国籍・その他,39.0,2013/7/01
米国,75350.0,2013/7/01
英国,17376.0,2013/7/01
豪州,16190.0,2013/7/01
韓国,243992.0,2013/7/01
香港,85335.0,2013/7/01
アイルランド,927.0,2013/8/01
アフリカ計,2046.0,2013/8/01
イスラエル,821.0,2013/8/01
イタリア,8725.0,2013/8/01
インド,5835.0,2013/8/01
インドネシア,16221.0,2013/8/01
オセアニア計,13409.0,2013/8/01
オランダ,2353.0,2013/8/01
オーストリア,1010.0,2013/8/01
カナダ,11424.0,2013/8/01
シンガポール,8831.0,2013/8/01
スイス,1959.0,2013/8/01
スウェーデン,2073.0,2013/8/01
スペイン,6989.0,2013/8/01
タイ,23849.0,2013/8/01
デンマーク,850.0,2013/8/01
トルコ,1004.0,2013/8/01
ドイツ,8682.0,2013/8/01
ニュージーランド,2619.0,2013/8/01
ノルウェー,727.0,2013/8/01
フィリピン,6725.0,2013/8/01
フィンランド,850.0,2013/8/01
フランス,15081.0,2013/8/01
ブラジル,1678.0,2013/8/01
ベトナム,6000.0,2013/8/01
ベルギー,1178.0,2013/8/01
ポルトガル,1493.0,2013/8/01
ポーランド,1164.0,2013/8/01
マレーシア,10951.0,2013/8/01
メキシコ,1511.0,2013/8/01
ヨーロッパ計,77380.0,2013/8/01
ロシア,5168.0,2013/8/01
中国,162288.0,2013/8/01
北アメリカ計,71814.0,2013/8/01
南アメリカ計,3258.0,2013/8/01
台湾,194944.0,2013/8/01
無国籍・その他,30.0,2013/8/01
米国,58347.0,2013/8/01
英国,14123.0,2013/8/01
豪州,10553.0,2013/8/01
韓国,215498.0,2013/8/01
香港,71767.0,2013/8/01
アイルランド,942.0,2013/9/01
アフリカ計,2644.0,2013/9/01
イスラエル,1922.0,2013/9/01
イタリア,5550.0,2013/9/01
インド,6372.0,2013/9/01
インドネシア,8694.0,2013/9/01
オセアニア計,25589.0,2013/9/01
オランダ,2929.0,2013/9/01
オーストリア,1178.0,2013/9/01
カナダ,11326.0,2013/9/01
シンガポール,11597.0,2013/9/01
スイス,2501.0,2013/9/01
スウェーデン,2794.0,2013/9/01
スペイン,4628.0,2013/9/01
タイ,29278.0,2013/9/01
デンマーク,1331.0,2013/9/01
トルコ,1087.0,2013/9/01
ドイツ,11788.0,2013/9/01
ニュージーランド,3789.0,2013/9/01
ノルウェー,1191.0,2013/9/01
フィリピン,7886.0,2013/9/01
フィンランド,1094.0,2013/9/01
フランス,11873.0,2013/9/01
ブラジル,2327.0,2013/9/01
ベトナム,7370.0,2013/9/01
ベルギー,1357.0,2013/9/01
ポルトガル,984.0,2013/9/01
ポーランド,1397.0,2013/9/01
マレーシア,11681.0,2013/9/01
メキシコ,2276.0,2013/9/01
ヨーロッパ計,77520.0,2013/9/01
ロシア,5073.0,2013/9/01
中国,156201.0,2013/9/01
北アメリカ計,75580.0,2013/9/01
南アメリカ計,4616.0,2013/9/01
台湾,206844.0,2013/9/01
無国籍・その他,35.0,2013/9/01
米国,61261.0,2013/9/01
英国,15809.0,2013/9/01
豪州,21505.0,2013/9/01
韓国,164499.0,2013/9/01
香港,55379.0,2013/9/01
アイルランド,857.0,2012/1/01
アフリカ計,1791.0,2012/1/01
イスラエル,534.0,2012/1/01
イタリア,2762.0,2012/1/01
インド,5598.0,2012/1/01
インドネシア,5130.0,2012/1/01
オセアニア計,24873.0,2012/1/01
オランダ,1717.0,2012/1/01
オーストリア,661.0,2012/1/01
カナダ,10860.0,2012/1/01
シンガポール,8981.0,2012/1/01
スイス,1146.0,2012/1/01
スウェーデン,1884.0,2012/1/01
スペイン,1372.0,2012/1/01
タイ,12092.0,2012/1/01
デンマーク,808.0,2012/1/01
トルコ,619.0,2012/1/01
ドイツ,6351.0,2012/1/01
ニュージーランド,2526.0,2012/1/01
ノルウェー,755.0,2012/1/01
フィリピン,6924.0,2012/1/01
フィンランド,993.0,2012/1/01
フランス,7686.0,2012/1/01
ブラジル,1389.0,2012/1/01
ベトナム,3600.0,2012/1/01
ベルギー,781.0,2012/1/01
ポルトガル,499.0,2012/1/01
ポーランド,509.0,2012/1/01
マレーシア,8876.0,2012/1/01
メキシコ,973.0,2012/1/01
ヨーロッパ計,47290.0,2012/1/01
ロシア,3172.0,2012/1/01
中国,136665.0,2012/1/01
北アメリカ計,60590.0,2012/1/01
南アメリカ計,2511.0,2012/1/01
台湾,125783.0,2012/1/01
無国籍・その他,37.0,2012/1/01
米国,48268.0,2012/1/01
英国,12654.0,2012/1/01
豪州,22192.0,2012/1/01
韓国,173000.0,2012/1/01
香港,48455.0,2012/1/01
アイルランド,1123.0,2012/10/01
アフリカ計,3805.0,2012/10/01
イスラエル,1328.0,2012/10/01
イタリア,6080.0,2012/10/01
インド,6725.0,2012/10/01
インドネシア,8704.0,2012/10/01
オセアニア計,21221.0,2012/10/01
オランダ,3716.0,2012/10/01
オーストリア,1632.0,2012/10/01
カナダ,12517.0,2012/10/01
シンガポール,10264.0,2012/10/01
スイス,3040.0,2012/10/01
スウェーデン,3613.0,2012/10/01
スペイン,4293.0,2012/10/01
タイ,31701.0,2012/10/01
デンマーク,1672.0,2012/10/01
トルコ,1465.0,2012/10/01
ドイツ,12891.0,2012/10/01
ニュージーランド,2933.0,2012/10/01
ノルウェー,1242.0,2012/10/01
フィリピン,8292.0,2012/10/01
フィンランド,1504.0,2012/10/01
フランス,14467.0,2012/10/01
ブラジル,2845.0,2012/10/01
ベトナム,6278.0,2012/10/01
ベルギー,1856.0,2012/10/01
ポルトガル,721.0,2012/10/01
ポーランド,1093.0,2012/10/01
マレーシア,11335.0,2012/10/01
メキシコ,2146.0,2012/10/01
ヨーロッパ計,89898.0,2012/10/01
ロシア,5612.0,2012/10/01
中国,69713.0,2012/10/01
北アメリカ計,82024.0,2012/10/01
南アメリカ計,5253.0,2012/10/01
台湾,135164.0,2012/10/01
無国籍・その他,86.0,2012/10/01
米国,66556.0,2012/10/01
英国,20080.0,2012/10/01
豪州,17890.0,2012/10/01
韓国,168150.0,2012/10/01
香港,33828.0,2012/10/01
アイルランド,827.0,2012/11/01
アフリカ計,2095.0,2012/11/01
イスラエル,990.0,2012/11/01
イタリア,4780.0,2012/11/01
インド,6112.0,2012/11/01
インドネシア,7678.0,2012/11/01
オセアニア計,16456.0,2012/11/01
オランダ,2730.0,2012/11/01
オーストリア,1142.0,2012/11/01
カナダ,11454.0,2012/11/01
シンガポール,14792.0,2012/11/01
スイス,2004.0,2012/11/01
スウェーデン,2636.0,2012/11/01
スペイン,2842.0,2012/11/01
タイ,24239.0,2012/11/01
デンマーク,1377.0,2012/11/01
トルコ,1057.0,2012/11/01
ドイツ,10995.0,2012/11/01
ニュージーランド,2197.0,2012/11/01
ノルウェー,1259.0,2012/11/01
フィリピン,6775.0,2012/11/01
フィンランド,1314.0,2012/11/01
フランス,10777.0,2012/11/01
ブラジル,1961.0,2012/11/01
ベトナム,4717.0,2012/11/01
ベルギー,1298.0,2012/11/01
ポルトガル,584.0,2012/11/01
ポーランド,940.0,2012/11/01
マレーシア,15170.0,2012/11/01
メキシコ,1513.0,2012/11/01
ヨーロッパ計,68968.0,2012/11/01
ロシア,5306.0,2012/11/01
中国,51993.0,2012/11/01
北アメリカ計,71720.0,2012/11/01
南アメリカ計,3774.0,2012/11/01
台湾,123299.0,2012/11/01
無国籍・その他,32.0,2012/11/01
米国,58238.0,2012/11/01
英国,13953.0,2012/11/01
豪州,13968.0,2012/11/01
韓国,183557.0,2012/11/01
香港,36215.0,2012/11/01
アイルランド,817.0,2012/12/01
アフリカ計,1703.0,2012/12/01
イスラエル,623.0,2012/12/01
イタリア,4792.0,2012/12/01
インド,4709.0,2012/12/01
インドネシア,13353.0,2012/12/01
オセアニア計,28790.0,2012/12/01
オランダ,2335.0,2012/12/01
オーストリア,757.0,2012/12/01
カナダ,11775.0,2012/12/01
シンガポール,27450.0,2012/12/01
スイス,1663.0,2012/12/01
スウェーデン,2363.0,2012/12/01
スペイン,2315.0,2012/12/01
タイ,25571.0,2012/12/01
デンマーク,754.0,2012/12/01
トルコ,676.0,2012/12/01
ドイツ,7281.0,2012/12/01
ニュージーランド,3126.0,2012/12/01
ノルウェー,770.0,2012/12/01
フィリピン,7397.0,2012/12/01
フィンランド,1239.0,2012/12/01
フランス,10257.0,2012/12/01
ブラジル,11035.0,2012/12/01
ベトナム,3501.0,2012/12/01
ベルギー,925.0,2012/12/01
ポルトガル,1022.0,2012/12/01
ポーランド,531.0,2012/12/01
マレーシア,17221.0,2012/12/01
メキシコ,1603.0,2012/12/01
ヨーロッパ計,58375.0,2012/12/01
ロシア,4205.0,2012/12/01
中国,52336.0,2012/12/01
北アメリカ計,71656.0,2012/12/01
南アメリカ計,12374.0,2012/12/01
台湾,111015.0,2012/12/01
無国籍・その他,52.0,2012/12/01
米国,57926.0,2012/12/01
英国,13346.0,2012/12/01
豪州,25420.0,2012/12/01
韓国,199950.0,2012/12/01
香港,44641.0,2012/12/01
アイルランド,662.0,2012/2/01
アフリカ計,1527.0,2012/2/01
イスラエル,637.0,2012/2/01
イタリア,2736.0,2012/2/01
インド,4808.0,2012/2/01
インドネシア,4570.0,2012/2/01
オセアニア計,20051.0,2012/2/01
オランダ,1914.0,2012/2/01
オーストリア,730.0,2012/2/01
カナダ,8797.0,2012/2/01
シンガポール,7720.0,2012/2/01
スイス,1215.0,2012/2/01
スウェーデン,1800.0,2012/2/01
スペイン,1447.0,2012/2/01
タイ,15345.0,2012/2/01
デンマーク,883.0,2012/2/01
トルコ,602.0,2012/2/01
ドイツ,7689.0,2012/2/01
ニュージーランド,2010.0,2012/2/01
ノルウェー,727.0,2012/2/01
フィリピン,4409.0,2012/2/01
フィンランド,1174.0,2012/2/01
フランス,7791.0,2012/2/01
ブラジル,1015.0,2012/2/01
ベトナム,3556.0,2012/2/01
ベルギー,919.0,2012/2/01
ポルトガル,379.0,2012/2/01
ポーランド,654.0,2012/2/01
マレーシア,7354.0,2012/2/01
メキシコ,890.0,2012/2/01
ヨーロッパ計,48368.0,2012/2/01
ロシア,2751.0,2012/2/01
中国,81966.0,2012/2/01
北アメリカ計,53632.0,2012/2/01
南アメリカ計,2006.0,2012/2/01
台湾,85874.0,2012/2/01
無国籍・その他,14.0,2012/2/01
米国,43637.0,2012/2/01
英国,12294.0,2012/2/01
豪州,17890.0,2012/2/01
韓国,169025.0,2012/2/01
香港,28743.0,2012/2/01
アイルランド,928.0,2012/3/01
アフリカ計,1991.0,2012/3/01
イスラエル,924.0,2012/3/01
イタリア,4886.0,2012/3/01
インド,5604.0,2012/3/01
インドネシア,7597.0,2012/3/01
オセアニア計,21613.0,2012/3/01
オランダ,2421.0,2012/3/01
オーストリア,1053.0,2012/3/01
カナダ,13596.0,2012/3/01
シンガポール,11605.0,2012/3/01
スイス,2142.0,2012/3/01
スウェーデン,3471.0,2012/3/01
スペイン,2833.0,2012/3/01
タイ,26313.0,2012/3/01
デンマーク,1492.0,2012/3/01
トルコ,885.0,2012/3/01
ドイツ,10963.0,2012/3/01
ニュージーランド,2451.0,2012/3/01
ノルウェー,1345.0,2012/3/01
フィリピン,6928.0,2012/3/01
フィンランド,1549.0,2012/3/01
フランス,10636.0,2012/3/01
ブラジル,1924.0,2012/3/01
ベトナム,5016.0,2012/3/01
ベルギー,1279.0,2012/3/01
ポルトガル,598.0,2012/3/01
ポーランド,1008.0,2012/3/01
マレーシア,11748.0,2012/3/01
メキシコ,1609.0,2012/3/01
ヨーロッパ計,73552.0,2012/3/01
ロシア,4099.0,2012/3/01
中国,129302.0,2012/3/01
北アメリカ計,81696.0,2012/3/01
南アメリカ計,3696.0,2012/3/01
台湾,92057.0,2012/3/01
無国籍・その他,35.0,2012/3/01
米国,66010.0,2012/3/01
英国,18993.0,2012/3/01
豪州,18911.0,2012/3/01
韓国,150291.0,2012/3/01
香港,36690.0,2012/3/01
アイルランド,960.0,2012/4/01
アフリカ計,1734.0,2012/4/01
イスラエル,1105.0,2012/4/01
イタリア,4599.0,2012/4/01
インド,6087.0,2012/4/01
インドネシア,9594.0,2012/4/01
オセアニア計,20656.0,2012/4/01
オランダ,2908.0,2012/4/01
オーストリア,1105.0,2012/4/01
カナダ,13517.0,2012/4/01
シンガポール,12806.0,2012/4/01
スイス,3031.0,2012/4/01
スウェーデン,3650.0,2012/4/01
スペイン,3348.0,2012/4/01
タイ,40821.0,2012/4/01
デンマーク,1351.0,2012/4/01
トルコ,932.0,2012/4/01
ドイツ,9605.0,2012/4/01
ニュージーランド,2964.0,2012/4/01
ノルウェー,1046.0,2012/4/01
フィリピン,11059.0,2012/4/01
フィンランド,1631.0,2012/4/01
フランス,14457.0,2012/4/01
ブラジル,2633.0,2012/4/01
ベトナム,6512.0,2012/4/01
ベルギー,1328.0,2012/4/01
ポルトガル,771.0,2012/4/01
ポーランド,1227.0,2012/4/01
マレーシア,12222.0,2012/4/01
メキシコ,1815.0,2012/4/01
ヨーロッパ計,77171.0,2012/4/01
ロシア,4695.0,2012/4/01
中国,148793.0,2012/4/01
北アメリカ計,80019.0,2012/4/01
南アメリカ計,4474.0,2012/4/01
台湾,138735.0,2012/4/01
無国籍・その他,38.0,2012/4/01
米国,64208.0,2012/4/01
英国,17345.0,2012/4/01
豪州,17465.0,2012/4/01
韓国,152323.0,2012/4/01
香港,44216.0,2012/4/01
アイルランド,833.0,2012/5/01
アフリカ計,1737.0,2012/5/01
イスラエル,795.0,2012/5/01
イタリア,3935.0,2012/5/01
インド,6797.0,2012/5/01
インドネシア,7108.0,2012/5/01
オセアニア計,15734.0,2012/5/01
オランダ,2338.0,2012/5/01
オーストリア,1010.0,2012/5/01
カナダ,11871.0,2012/5/01
シンガポール,13090.0,2012/5/01
スイス,2045.0,2012/5/01
スウェーデン,2154.0,2012/5/01
スペイン,2389.0,2012/5/01
タイ,24016.0,2012/5/01
デンマーク,1069.0,2012/5/01
トルコ,810.0,2012/5/01
ドイツ,8568.0,2012/5/01
ニュージーランド,2232.0,2012/5/01
ノルウェー,694.0,2012/5/01
フィリピン,8414.0,2012/5/01
フィンランド,1236.0,2012/5/01
フランス,9976.0,2012/5/01
ブラジル,1661.0,2012/5/01
ベトナム,4159.0,2012/5/01
ベルギー,1050.0,2012/5/01
ポルトガル,639.0,2012/5/01
ポーランド,853.0,2012/5/01
マレーシア,12731.0,2012/5/01
メキシコ,1445.0,2012/5/01
ヨーロッパ計,58950.0,2012/5/01
ロシア,3177.0,2012/5/01
中国,112152.0,2012/5/01
北アメリカ計,78914.0,2012/5/01
南アメリカ計,3416.0,2012/5/01
台湾,120992.0,2012/5/01
無国籍・その他,35.0,2012/5/01
米国,65195.0,2012/5/01
英国,13424.0,2012/5/01
豪州,13137.0,2012/5/01
韓国,157141.0,2012/5/01
香港,32491.0,2012/5/01
アイルランド,837.0,2012/6/01
アフリカ計,2041.0,2012/6/01
イスラエル,630.0,2012/6/01
イタリア,3330.0,2012/6/01
インド,5620.0,2012/6/01
インドネシア,9451.0,2012/6/01
オセアニア計,18762.0,2012/6/01
オランダ,2100.0,2012/6/01
オーストリア,725.0,2012/6/01
カナダ,9522.0,2012/6/01
シンガポール,13216.0,2012/6/01
スイス,1625.0,2012/6/01
スウェーデン,2387.0,2012/6/01
スペイン,2454.0,2012/6/01
タイ,13608.0,2012/6/01
デンマーク,941.0,2012/6/01
トルコ,905.0,2012/6/01
ドイツ,7528.0,2012/6/01
ニュージーランド,2715.0,2012/6/01
ノルウェー,886.0,2012/6/01
フィリピン,6263.0,2012/6/01
フィンランド,1566.0,2012/6/01
フランス,8667.0,2012/6/01
ブラジル,1948.0,2012/6/01
ベトナム,3529.0,2012/6/01
ベルギー,1302.0,2012/6/01
ポルトガル,754.0,2012/6/01
ポーランド,828.0,2012/6/01
マレーシア,8445.0,2012/6/01
メキシコ,1504.0,2012/6/01
ヨーロッパ計,54421.0,2012/6/01
ロシア,3888.0,2012/6/01
中国,125983.0,2012/6/01
北アメリカ計,85511.0,2012/6/01
南アメリカ計,3450.0,2012/6/01
台湾,125702.0,2012/6/01
無国籍・その他,42.0,2012/6/01
米国,74049.0,2012/6/01
英国,11396.0,2012/6/01
豪州,15714.0,2012/6/01
韓国,152131.0,2012/6/01
香港,44208.0,2012/6/01
アイルランド,885.0,2012/7/01
アフリカ計,1873.0,2012/7/01
イスラエル,766.0,2012/7/01
イタリア,4273.0,2012/7/01
インド,5643.0,2012/7/01
インドネシア,7779.0,2012/7/01
オセアニア計,17278.0,2012/7/01
オランダ,3415.0,2012/7/01
オーストリア,1039.0,2012/7/01
カナダ,11153.0,2012/7/01
シンガポール,8390.0,2012/7/01
スイス,2708.0,2012/7/01
スウェーデン,2281.0,2012/7/01
スペイン,3826.0,2012/7/01
タイ,16347.0,2012/7/01
デンマーク,1563.0,2012/7/01
トルコ,914.0,2012/7/01
ドイツ,9355.0,2012/7/01
ニュージーランド,2956.0,2012/7/01
ノルウェー,1200.0,2012/7/01
フィリピン,5991.0,2012/7/01
フィンランド,1346.0,2012/7/01
フランス,13477.0,2012/7/01
ブラジル,2432.0,2012/7/01
ベトナム,4580.0,2012/7/01
ベルギー,1613.0,2012/7/01
ポルトガル,793.0,2012/7/01
ポーランド,959.0,2012/7/01
マレーシア,7905.0,2012/7/01
メキシコ,1933.0,2012/7/01
ヨーロッパ計,71477.0,2012/7/01
ロシア,4419.0,2012/7/01
中国,204270.0,2012/7/01
北アメリカ計,79339.0,2012/7/01
南アメリカ計,3956.0,2012/7/01
台湾,160344.0,2012/7/01
無国籍・その他,50.0,2012/7/01
米国,65750.0,2012/7/01
英国,14575.0,2012/7/01
豪州,14033.0,2012/7/01
韓国,189701.0,2012/7/01
香港,51482.0,2012/7/01
アイルランド,652.0,2012/8/01
アフリカ計,1959.0,2012/8/01
イスラエル,665.0,2012/8/01
イタリア,5343.0,2012/8/01
インド,4876.0,2012/8/01
インドネシア,12500.0,2012/8/01
オセアニア計,13602.0,2012/8/01
オランダ,2124.0,2012/8/01
オーストリア,755.0,2012/8/01
カナダ,10434.0,2012/8/01
シンガポール,5870.0,2012/8/01
スイス,1673.0,2012/8/01
スウェーデン,1810.0,2012/8/01
スペイン,4706.0,2012/8/01
タイ,11812.0,2012/8/01
デンマーク,760.0,2012/8/01
トルコ,779.0,2012/8/01
ドイツ,7645.0,2012/8/01
ニュージーランド,2529.0,2012/8/01
ノルウェー,686.0,2012/8/01
フィリピン,5871.0,2012/8/01
フィンランド,881.0,2012/8/01
フランス,11358.0,2012/8/01
ブラジル,1418.0,2012/8/01
ベトナム,4098.0,2012/8/01
ベルギー,1033.0,2012/8/01
ポルトガル,947.0,2012/8/01
ポーランド,891.0,2012/8/01
マレーシア,7734.0,2012/8/01
メキシコ,1347.0,2012/8/01
ヨーロッパ計,60755.0,2012/8/01
ロシア,3976.0,2012/8/01
中国,190254.0,2012/8/01
北アメリカ計,65454.0,2012/8/01
南アメリカ計,2711.0,2012/8/01
台湾,128673.0,2012/8/01
無国籍・その他,32.0,2012/8/01
米国,53180.0,2012/8/01
英国,12192.0,2012/8/01
豪州,10864.0,2012/8/01
韓国,201764.0,2012/8/01
香港,44341.0,2012/8/01
アイルランド,977.0,2012/9/01
アフリカ計,2469.0,2012/9/01
イスラエル,1416.0,2012/9/01
イタリア,4285.0,2012/9/01
インド,6335.0,2012/9/01
インドネシア,7996.0,2012/9/01
オセアニア計,22477.0,2012/9/01
オランダ,2548.0,2012/9/01
オーストリア,1024.0,2012/9/01
カナダ,9859.0,2012/9/01
シンガポール,8017.0,2012/9/01
スイス,2037.0,2012/9/01
スウェーデン,2409.0,2012/9/01
スペイン,3382.0,2012/9/01
タイ,18775.0,2012/9/01
デンマーク,924.0,2012/9/01
トルコ,864.0,2012/9/01
ドイツ,10027.0,2012/9/01
ニュージーランド,3214.0,2012/9/01
ノルウェー,837.0,2012/9/01
フィリピン,6714.0,2012/9/01
フィンランド,1096.0,2012/9/01
フランス,10863.0,2012/9/01
ブラジル,1850.0,2012/9/01
ベトナム,5610.0,2012/9/01
ベルギー,1224.0,2012/9/01
ポルトガル,701.0,2012/9/01
ポーランド,1175.0,2012/9/01
マレーシア,9442.0,2012/9/01
メキシコ,1724.0,2012/9/01
ヨーロッパ計,66615.0,2012/9/01
ロシア,4876.0,2012/9/01
中国,121673.0,2012/9/01
北アメリカ計,65846.0,2012/9/01
南アメリカ計,3530.0,2012/9/01
台湾,118115.0,2012/9/01
無国籍・その他,45.0,2012/9/01
米国,53692.0,2012/9/01
英国,13742.0,2012/9/01
豪州,18920.0,2012/9/01
韓国,145742.0,2012/9/01
香港,36355.0,2012/9/01
アイルランド,877.0,2011/1/01
アフリカ計,1832.0,2011/1/01
イスラエル,638.0,2011/1/01
イタリア,3726.0,2011/1/01
インド,6056.0,2011/1/01
インドネシア,5014.0,2011/1/01
オセアニア計,34118.0,2011/1/01
オランダ,2087.0,2011/1/01
オーストリア,1200.0,2011/1/01
カナダ,10847.0,2011/1/01
シンガポール,9034.0,2011/1/01
スイス,1337.0,2011/1/01
スウェーデン,2026.0,2011/1/01
スペイン,1663.0,2011/1/01
タイ,11412.0,2011/1/01
デンマーク,1053.0,2011/1/01
トルコ,638.0,2011/1/01
ドイツ,7705.0,2011/1/01
ニュージーランド,3222.0,2011/1/01
ノルウェー,756.0,2011/1/01
フィリピン,6612.0,2011/1/01
フィンランド,1009.0,2011/1/01
フランス,9330.0,2011/1/01
ブラジル,1746.0,2011/1/01
ベトナム,3151.0,2011/1/01
ベルギー,953.0,2011/1/01
ポルトガル,456.0,2011/1/01
ポーランド,612.0,2011/1/01
マレーシア,6789.0,2011/1/01
メキシコ,1161.0,2011/1/01
ヨーロッパ計,55026.0,2011/1/01
ロシア,4063.0,2011/1/01
中国,99131.0,2011/1/01
北アメリカ計,64225.0,2011/1/01
南アメリカ計,2965.0,2011/1/01
台湾,97115.0,2011/1/01
無国籍・その他,58.0,2011/1/01
米国,51706.0,2011/1/01
英国,13323.0,2011/1/01
豪州,30689.0,2011/1/01
韓国,268368.0,2011/1/01
香港,34410.0,2011/1/01
アイルランド,917.0,2011/10/01
アフリカ計,1998.0,2011/10/01
イスラエル,969.0,2011/10/01
イタリア,4113.0,2011/10/01
インド,5388.0,2011/10/01
インドネシア,6305.0,2011/10/01
オセアニア計,17313.0,2011/10/01
オランダ,2847.0,2011/10/01
オーストリア,1135.0,2011/10/01
カナダ,10877.0,2011/10/01
シンガポール,8787.0,2011/10/01
スイス,2456.0,2011/10/01
スウェーデン,2895.0,2011/10/01
スペイン,2496.0,2011/10/01
タイ,19517.0,2011/10/01
デンマーク,1439.0,2011/10/01
トルコ,743.0,2011/10/01
ドイツ,10529.0,2011/10/01
ニュージーランド,2291.0,2011/10/01
ノルウェー,949.0,2011/10/01
フィリピン,6153.0,2011/10/01
フィンランド,1197.0,2011/10/01
フランス,11256.0,2011/10/01
ブラジル,2814.0,2011/10/01
ベトナム,4770.0,2011/10/01
ベルギー,1283.0,2011/10/01
ポルトガル,594.0,2011/10/01
ポーランド,831.0,2011/10/01
マレーシア,7042.0,2011/10/01
メキシコ,1607.0,2011/10/01
ヨーロッパ計,69414.0,2011/10/01
ロシア,3657.0,2011/10/01
中国,106174.0,2011/10/01
北アメリカ計,71691.0,2011/10/01
南アメリカ計,4741.0,2011/10/01
台湾,108403.0,2011/10/01
無国籍・その他,54.0,2011/10/01
米国,58632.0,2011/10/01
英国,16802.0,2011/10/01
豪州,14823.0,2011/10/01
韓国,132259.0,2011/10/01
香港,35468.0,2011/10/01
アイルランド,755.0,2011/11/01
アフリカ計,1990.0,2011/11/01
イスラエル,773.0,2011/11/01
イタリア,3804.0,2011/11/01
インド,5543.0,2011/11/01
インドネシア,5481.0,2011/11/01
オセアニア計,14376.0,2011/11/01
オランダ,2415.0,2011/11/01
オーストリア,919.0,2011/11/01
カナダ,10247.0,2011/11/01
シンガポール,12552.0,2011/11/01
スイス,1707.0,2011/11/01
スウェーデン,2528.0,2011/11/01
スペイン,1866.0,2011/11/01
タイ,11488.0,2011/11/01
デンマーク,1145.0,2011/11/01
トルコ,755.0,2011/11/01
ドイツ,10129.0,2011/11/01
ニュージーランド,2065.0,2011/11/01
ノルウェー,781.0,2011/11/01
フィリピン,5293.0,2011/11/01
フィンランド,1223.0,2011/11/01
フランス,9046.0,2011/11/01
ブラジル,1486.0,2011/11/01
ベトナム,3810.0,2011/11/01
ベルギー,1099.0,2011/11/01
ポルトガル,600.0,2011/11/01
ポーランド,1015.0,2011/11/01
マレーシア,7724.0,2011/11/01
メキシコ,1183.0,2011/11/01
ヨーロッパ計,59631.0,2011/11/01
ロシア,3768.0,2011/11/01
中国,92154.0,2011/11/01
北アメリカ計,64940.0,2011/11/01
南アメリカ計,3005.0,2011/11/01
台湾,86207.0,2011/11/01
無国籍・その他,44.0,2011/11/01
米国,53055.0,2011/11/01
英国,13208.0,2011/11/01
豪州,12056.0,2011/11/01
韓国,134009.0,2011/11/01
香港,33711.0,2011/11/01
アイルランド,662.0,2011/12/01
アフリカ計,2241.0,2011/12/01
イスラエル,573.0,2011/12/01
イタリア,3674.0,2011/12/01
インド,4301.0,2011/12/01
インドネシア,9429.0,2011/12/01
オセアニア計,21227.0,2011/12/01
